$no_mbtree,$no_asm,$no_cabac,$no_scenecut,$aq_strength,$bframes,$qcomp,$qp,$ref,$rc_lookahead,$b_bias,$threads,$keyint,$crf,$scenecut,$seek,$ipratio, <$SSIM, <$Time
0,1,0,0,0.7,9,0.4,17,3,84,34,43,667,36.6,34,836,0.7,0.9782599,7
0,1,0,0,0.7,9,0.4,17,3,84,34,86,667,36.6,34,418,0.7,0.9501569,20.33333333
0,1,0,0,0.7,9,0.4,17,3,84,34,86,667,36.6,34,836,0.7,0.9782599,7
0,1,0,0,0.7,9,0.4,17,3,84,34,43,334,23.3,67,418,0.7,0.9887605,27.33333333
0,1,0,0,0.7,9,0.4,17,3,84,34,43,334,23.3,67,836,0.7,0.9957457,9
0,1,0,0,0.7,9,0.4,17,3,84,34,86,334,23.3,67,418,0.7,0.9887542,28
0,1,0,0,0.7,9,0.4,17,3,84,34,86,334,23.3,67,836,0.7,0.9957457,9
0,1,0,0,0.7,9,0.4,17,3,84,34,43,334,36.6,67,418,0.7,0.9502541,20
0,1,0,0,0.7,9,0.4,17,6,84,34,43,667,36.6,67,418,0.7,0.9515796,23
0,1,0,0,0.7,9,0.4,17,6,84,34,86,667,23.3,67,836,0.7,0.9958029,10.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,86,667,23.3,67,418,0.7,0.9887684,33
0,1,0,0,0.7,9,0.4,17,6,84,34,43,667,23.3,67,836,0.7,0.9958029,10.66666667
0,1,0,0,0.7,9,0.4,17,6,84,34,43,667,23.3,67,418,0.7,0.988757,32.66666667
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,36.6,67,836,0.7,0.976962,8
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,36.6,67,418,0.7,0.9507335,22.66666667
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,36.6,67,836,0.7,0.976962,7.666666667
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,36.6,67,418,0.7,0.9506828,22.66666667
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,23.3,67,836,0.7,0.9957927,10.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,23.3,67,418,0.7,0.9887477,33.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,23.3,67,836,0.7,0.9957927,10.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,23.3,67,418,0.7,0.9887462,33
0,1,0,0,0.7,9,0.4,17,6,84,34,86,667,36.6,34,836,0.7,0.9780505,7.666666667
0,1,0,0,0.7,9,0.4,17,6,84,34,86,667,36.6,34,418,0.7,0.951152,23.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,43,667,36.6,34,836,0.7,0.9780505,7.666666667
0,1,0,0,0.7,17,0.4,17,6,84,34,86,667,23.3,34,836,0.7,0.9958028,10.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,43,667,36.6,34,418,0.7,0.9508825,23.33333333
0,1,0,0,0.7,17,0.4,17,6,84,34,43,667,23.3,34,836,0.7,0.9958028,10.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,86,667,23.3,34,418,0.7,0.9886415,33.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,86,334,36.6,34,836,0.7,0.9791718,8
0,1,0,0,0.7,17,0.4,17,6,84,34,43,667,23.3,34,418,0.7,0.9886425,33.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,43,334,36.6,34,836,0.7,0.9791718,7.666666667
0,1,0,0,0.7,17,0.4,17,6,84,34,86,334,36.6,34,418,0.7,0.9509835,23.33333333
0,1,0,0,0.7,17,0.4,17,6,84,34,86,334,23.3,34,836,0.7,0.9958028,10.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,43,334,36.6,34,418,0.7,0.9509835,23.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,43,334,23.3,34,836,0.7,0.9958028,10.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,86,334,23.3,34,418,0.7,0.988635,33.66666667
0,1,0,0,0.7,9,0.4,17,6,84,34,86,667,36.6,67,836,0.7,0.9775496,7.666666667
0,1,0,0,0.7,17,0.4,17,6,84,34,43,334,23.3,34,418,0.7,0.9886383,33.66666667
0,1,0,0,0.7,9,0.4,17,6,84,34,43,667,36.6,67,836,0.7,0.9775496,7.666666667
0,1,0,0,0.7,9,0.4,17,6,84,34,86,667,36.6,67,418,0.7,0.9514064,22.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,86,667,23.3,67,418,0.7,0.9886522,33.33333333
0,1,0,0,0.7,17,0.4,17,6,84,34,43,667,23.3,67,836,0.7,0.9957688,10.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,43,667,36.6,67,418,0.7,0.9512945,23
0,1,0,0,0.7,17,0.4,17,6,84,34,86,667,23.3,67,836,0.7,0.9957688,10.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,86,334,36.6,67,418,0.7,0.9506484,23.33333333
0,1,0,0,0.7,17,0.4,17,6,84,34,43,334,36.6,67,836,0.7,0.9771001,8
0,1,0,0,0.7,17,0.4,17,6,84,34,43,667,23.3,67,418,0.7,0.9886515,33
0,1,0,0,0.7,17,0.4,17,6,84,34,86,334,36.6,67,836,0.7,0.9771001,8
0,1,0,0,0.7,17,0.4,17,6,84,34,86,334,23.3,67,418,0.7,0.9886333,33.33333333
0,1,0,0,0.7,17,0.4,17,6,84,34,43,334,23.3,67,836,0.7,0.9957756,11
0,1,0,0,0.7,17,0.4,17,6,84,34,43,334,36.6,67,418,0.7,0.9506562,23
0,1,0,0,0.7,17,0.4,17,6,84,34,86,334,23.3,67,836,0.7,0.9957756,11
0,1,0,0,0.7,17,0.4,17,6,84,34,86,667,36.6,34,418,0.7,0.9508825,23.66666667
0,1,0,0,0.7,17,0.4,17,6,84,34,43,667,36.6,34,836,0.7,0.9791718,7.666666667
0,1,0,0,0.7,17,0.4,17,6,84,34,43,334,23.3,67,418,0.7,0.9886323,33
0,1,0,0,0.7,17,0.4,17,6,84,34,86,667,36.6,34,836,0.7,0.9791718,8
0,1,0,0,0.7,17,0.4,17,6,84,34,43,667,36.6,67,836,0.7,0.9775833,7.666666667
0,1,0,0,0.7,17,0.4,17,6,84,34,86,667,36.6,67,418,0.7,0.9512945,23
0,1,0,0,0.7,17,0.4,17,6,84,34,86,667,36.6,67,836,0.7,0.9775833,8
0,1,0,0,0.7,9,0.4,17,6,84,-33,43,667,36.6,67,418,0.7,0.9476527,26
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,334,36.6,34,836,0.7,0.9736969,9.666666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,23.3,34,418,0.7,0.9883,36.66666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,334,36.6,34,836,0.7,0.9736969,9.666666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,334,36.6,34,418,0.7,0.9480119,26.66666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,34,836,0.7,0.9955861,13
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,34,418,0.7,0.9479592,26.33333333
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,23.3,34,836,0.7,0.9955861,12.66666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,34,418,0.7,0.9883,36.66666667
0,1,0,0,0.7,9,0.4,17,6,84,-33,86,667,36.6,67,836,0.7,0.9708378,10
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,334,23.3,34,418,0.7,0.9882964,36.33333333
0,1,0,0,0.7,9,0.4,17,6,84,-33,43,667,36.6,67,836,0.7,0.9708378,9.666666667
0,1,0,0,0.7,9,0.4,17,6,84,-33,86,667,36.6,67,418,0.7,0.9476527,26
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,334,23.3,34,836,0.7,0.9955865,13
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,334,36.6,34,418,0.7,0.9480119,26
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,334,23.3,34,836,0.7,0.9955865,12.66666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,334,23.3,34,418,0.7,0.9882964,37
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,334,36.6,67,418,0.7,0.9475226,26
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,334,36.6,67,836,0.7,0.9710516,9.666666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,23.3,67,418,0.7,0.9883273,36.33333333
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,334,36.6,67,836,0.7,0.9710516,9.666666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,67,418,0.7,0.9883273,36.33333333
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,23.3,67,836,0.7,0.9955565,12.66666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,67,418,0.7,0.9477283,25.66666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,23.3,67,836,0.7,0.9955565,13
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,36.6,34,418,0.7,0.9479592,26.33333333
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,34,836,0.7,0.9736547,9.333333333
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,334,23.3,67,418,0.7,0.9883109,36.33333333
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,36.6,34,836,0.7,0.9736547,9.666666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,334,23.3,67,418,0.7,0.9883109,36.33333333
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,334,23.3,67,836,0.7,0.9955601,13
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,334,36.6,67,418,0.7,0.9475226,26
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,334,23.3,67,836,0.7,0.9955601,13
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,36.6,34,836,0.7,0.9780505,8
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,36.6,34,418,0.7,0.9511477,23
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,36.6,34,836,0.7,0.9780505,8
0,1,0,0,0.7,9,0.4,17,6,84,34,43,667,23.3,34,418,0.7,0.9887609,33
0,1,0,0,0.7,9,0.4,17,6,84,34,43,667,23.3,34,836,0.7,0.9958066,10.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,86,667,23.3,34,418,0.7,0.9887662,33.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,86,667,23.3,34,836,0.7,0.9958066,10.66666667
0,1,0,0,0.7,9,0.4,17,6,84,34,43,667,36.6,34,418,0.7,0.9512015,23
0,1,0,0,0.7,17,0.4,17,6,84,-33,43,667,36.6,67,836,0.7,0.9710236,10
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,36.6,67,418,0.7,0.9477283,25.66666667
0,1,0,0,0.7,17,0.4,17,6,84,-33,86,667,36.6,67,836,0.7,0.9710236,10
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,23.3,34,418,0.7,0.9887584,33
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,23.3,34,836,0.7,0.9958066,10.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,23.3,34,418,0.7,0.9887636,33.33333333
0,1,0,0,0.7,9,0.4,17,6,84,34,86,334,23.3,34,836,0.7,0.9958066,10.66666667
0,1,0,0,0.7,9,0.4,17,6,84,34,43,334,36.6,34,418,0.7,0.9511971,23
0,1,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,67,836,0.7,0.9957457,9
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,67,418,0.7,0.9502541,20.33333333
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,23.3,67,836,0.7,0.9957457,9
0,1,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,67,418,0.7,0.9887542,28
0,1,0,0,0.7,9,0.4,34,3,84,34,86,667,36.6,34,836,0.7,0.9782599,7
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,23.3,67,418,0.7,0.9887605,27.66666667
0,1,0,0,0.7,9,0.4,34,3,84,34,43,667,36.6,34,836,0.7,0.9782599,7
0,1,0,0,0.7,9,0.4,34,3,84,34,86,667,36.6,34,418,0.7,0.9501569,20
0,1,0,0,0.7,9,0.4,34,3,84,34,86,667,23.3,67,836,0.7,0.9957559,9
0,1,0,0,0.7,9,0.4,34,3,84,34,43,667,36.6,67,418,0.7,0.9507618,20
0,1,0,0,0.7,9,0.4,34,3,84,34,43,667,23.3,67,836,0.7,0.9957559,9
0,1,0,0,0.7,9,0.4,34,3,84,34,86,667,23.3,67,418,0.7,0.98878,28
0,1,0,0,0.7,9,0.4,34,3,84,34,86,334,36.6,67,836,0.7,0.9751227,7
0,1,0,0,0.7,9,0.4,34,3,84,34,43,667,23.3,67,418,0.7,0.9887808,27.66666667
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,67,836,0.7,0.9751227,7
0,1,0,0,0.7,9,0.4,34,3,84,34,86,334,36.6,67,418,0.7,0.9501081,20
0,1,0,0,0.7,17,0.4,34,3,84,34,86,334,23.3,34,836,0.7,0.9957689,9.333333333
0,1,0,0,0.7,17,0.4,34,3,84,34,86,334,23.3,34,418,0.7,0.9886625,28
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,34,836,0.7,0.9957689,9.333333333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,34,418,0.7,0.9886681,28
0,1,0,0,0.7,9,0.4,34,3,84,34,86,667,36.6,67,836,0.7,0.9757103,7
0,1,0,0,0.7,9,0.4,34,3,84,34,86,667,36.6,67,418,0.7,0.9507849,20
0,1,0,0,0.7,9,0.4,34,3,84,34,43,667,36.6,67,836,0.7,0.9757103,7
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,667,23.3,34,836,0.7,0.9955319,11
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,667,23.3,34,418,0.7,0.9882841,30.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,667,23.3,34,836,0.7,0.9955319,11.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,667,36.6,34,418,0.7,0.9472185,22
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,334,36.6,34,836,0.7,0.9730814,8.333333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,34,418,0.7,0.947593,22.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,34,836,0.7,0.9730814,9
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,667,23.3,34,418,0.7,0.9882841,30.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,334,23.3,34,836,0.7,0.9955326,11
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,334,23.3,34,418,0.7,0.9882835,30.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,334,23.3,34,836,0.7,0.9955326,11.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,334,36.6,34,418,0.7,0.947593,22.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,334,23.3,34,418,0.7,0.9882835,30.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,34,836,0.7,0.9730309,9
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,334,23.3,67,418,0.7,0.9882868,30.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,667,36.6,34,836,0.7,0.9730309,8.666666667
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,34,418,0.7,0.9472185,22
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,334,23.3,67,836,0.7,0.9955305,11.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,334,36.6,67,418,0.7,0.9470837,21.66666667
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,334,23.3,67,836,0.7,0.9955305,11
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,334,23.3,67,418,0.7,0.9882868,30.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,67,836,0.7,0.973175,8.666666667
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,667,23.3,67,418,0.7,0.9883133,30.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,334,36.6,67,836,0.7,0.973175,9
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,334,36.6,67,418,0.7,0.9470837,22
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,667,23.3,67,836,0.7,0.995527,11
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,667,36.6,67,418,0.7,0.947293,22
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,667,23.3,67,836,0.7,0.995527,11
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,667,23.3,67,418,0.7,0.9883133,30.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,34,418,0.7,0.9882835,30.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,67,836,0.7,0.9731458,8.666666667
0,1,0,0,0.7,9,0.4,34,3,84,-33,86,667,36.6,67,418,0.7,0.947293,22.33333333
0,1,0,0,0.7,9,0.4,34,3,84,-33,43,667,36.6,67,836,0.7,0.9731458,8.666666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,34,418,0.7,0.947593,22
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,34,836,0.7,0.9955335,11.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,34,418,0.7,0.9882835,30.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,34,836,0.7,0.9955335,11
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,34,418,0.7,0.9882852,30.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,34,836,0.7,0.973389,8.666666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,34,418,0.7,0.947593,22.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,34,836,0.7,0.973389,8.666666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,34,418,0.7,0.9473364,22
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,34,836,0.7,0.9955329,11.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,34,418,0.7,0.9882852,30.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,34,836,0.7,0.9955329,11
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,34,836,0.7,0.9733494,8.666666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,34,418,0.7,0.9473364,22.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,34,836,0.7,0.9733494,8.666666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,67,418,0.7,0.9882873,30.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,67,836,0.7,0.9955352,11
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,67,418,0.7,0.9882873,30.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,67,836,0.7,0.9955352,11.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,67,418,0.7,0.9471567,22
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,67,836,0.7,0.9734594,8.666666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,67,418,0.7,0.9471567,22
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,67,836,0.7,0.9734594,8.666666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,67,418,0.7,0.9883139,30.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,67,836,0.7,0.9955316,10.66666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,67,418,0.7,0.9883139,30.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,67,836,0.7,0.9955316,11.33333333
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,67,418,0.7,0.9474155,22
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,67,418,0.7,0.9474155,22
0,1,0,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,67,836,0.7,0.9734324,8.666666667
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,23.3,34,418,0.7,0.9887928,27.66666667
0,1,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,67,836,0.7,0.9734324,9
0,1,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,34,418,0.7,0.9887854,28
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,23.3,34,836,0.7,0.9957824,9
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,34,418,0.7,0.9507104,20
0,1,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,34,836,0.7,0.9957824,9
0,1,0,0,0.7,9,0.4,34,3,84,34,86,334,36.6,34,418,0.7,0.9502564,20.33333333
0,1,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,34,836,0.7,0.9782599,7
0,1,0,0,0.7,9,0.4,34,3,84,34,43,667,23.3,34,418,0.7,0.9887917,27.66666667
0,1,0,0,0.7,9,0.4,34,3,84,34,86,334,36.6,34,836,0.7,0.9782599,7
0,1,0,0,0.7,9,0.4,34,3,84,34,86,667,23.3,34,418,0.7,0.988784,28
0,1,0,0,0.7,9,0.4,34,3,84,34,43,667,23.3,34,836,0.7,0.9957824,9
0,1,0,0,0.7,9,0.4,34,3,84,34,43,667,36.6,34,418,0.7,0.950612,20
0,1,0,0,0.7,9,0.4,34,3,84,34,86,667,23.3,34,836,0.7,0.9957824,9
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,36.6,34,418,0.7,0.9507844,20.66666667
0,1,0,0,0.7,17,0.4,34,3,84,34,43,667,36.6,34,418,0.7,0.9505996,20.33333333
0,1,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,34,836,0.7,0.9957689,9.333333333
0,1,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,34,418,0.7,0.9886652,28
0,1,0,0,0.7,17,0.4,34,3,84,34,43,667,23.3,34,836,0.7,0.9957689,9.333333333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,667,23.3,34,418,0.7,0.9886681,28
0,1,0,0,0.7,17,0.4,34,3,84,34,86,334,36.6,34,836,0.7,0.9793454,7
0,1,0,0,0.7,17,0.4,34,3,84,34,86,334,36.6,34,418,0.7,0.9507844,20.33333333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,36.6,34,836,0.7,0.9793454,7
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,67,836,0.7,0.995736,9.666666667
0,1,0,0,0.7,17,0.4,34,3,84,34,86,334,23.3,67,418,0.7,0.988652,28
0,1,0,0,0.7,17,0.4,34,3,84,34,86,334,23.3,67,836,0.7,0.995736,9.333333333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,36.6,67,418,0.7,0.9505125,20.33333333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,667,36.6,34,836,0.7,0.9793454,6.666666667
0,1,0,0,0.7,17,0.4,34,3,84,34,86,667,36.6,34,418,0.7,0.9505996,20.33333333
0,1,0,0,0.7,17,0.4,34,3,84,34,86,667,36.6,34,836,0.7,0.9793454,7.333333333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,67,418,0.7,0.9886538,27.66666667
0,1,0,0,0.7,17,0.4,34,3,84,34,43,667,23.3,67,836,0.7,0.9957301,9
0,1,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,67,418,0.7,0.9886566,28
0,1,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,67,836,0.7,0.9957301,9.666666667
0,1,0,0,0.7,17,0.4,34,3,84,34,43,667,36.6,67,418,0.7,0.9510755,20
0,1,0,0,0.7,17,0.4,34,3,84,34,43,334,36.6,67,836,0.7,0.9767314,7.333333333
0,1,0,0,0.7,17,0.4,34,3,84,34,86,334,36.6,67,418,0.7,0.9505225,20.33333333
0,1,0,0,0.7,17,0.4,34,3,84,34,86,334,36.6,67,836,0.7,0.9767314,7.333333333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,667,23.3,67,418,0.7,0.9886605,28
0,1,0,0,0.7,9,0.4,34,6,84,-33,86,334,23.3,34,418,0.7,0.9882964,36.66666667
0,1,0,0,0.7,9,0.4,34,6,84,-33,43,334,23.3,34,836,0.7,0.9955844,12.66666667
0,1,0,0,0.7,9,0.4,34,6,84,-33,43,334,36.6,34,418,0.7,0.9480119,26.33333333
0,1,0,0,0.7,9,0.4,34,6,84,-33,86,334,23.3,34,836,0.7,0.9955844,13
0,1,0,0,0.7,17,0.4,34,3,84,34,86,667,36.6,67,418,0.7,0.9510757,20.33333333
0,1,0,0,0.7,17,0.4,34,3,84,34,43,667,36.6,67,836,0.7,0.9772118,7
0,1,0,0,0.7,9,0.4,34,6,84,-33,43,334,23.3,34,418,0.7,0.9882964,36.33333333
0,1,0,0,0.7,17,0.4,34,3,84,34,86,667,36.6,67,836,0.7,0.9772118,7.333333333
0,1,0,0,0.7,9,0.4,34,6,84,-33,86,667,23.3,34,418,0.7,0.9882991,37
0,1,0,0,0.7,9,0.4,34,6,84,-33,43,667,23.3,34,836,0.7,0.9955838,12.66666667
0,1,0,0,0.7,9,0.4,34,6,84,-33,43,667,36.6,34,418,0.7,0.9478582,26
0,1,0,0,0.7,9,0.4,34,6,84,-33,86,667,23.3,34,836,0.7,0.9955838,12.66666667
0,1,0,0,0.7,9,0.4,34,6,84,-33,86,334,36.6,34,418,0.7,0.9480119,26.33333333
0,1,0,0,0.7,9,0.4,34,6,84,-33,43,334,36.6,34,836,0.7,0.9735355,9.333333333
0,1,0,0,0.7,9,0.4,34,6,84,-33,43,667,23.3,34,418,0.7,0.9882991,36.66666667
0,1,0,0,0.7,9,0.4,34,6,84,-33,86,334,36.6,34,836,0.7,0.9735355,9.666666667
0,1,0,0,0.7,17,0.4,34,6,84,-33,43,334,36.6,34,836,0.7,0.9736969,9.666666667
0,1,0,0,0.7,17,0.4,34,6,84,-33,86,334,36.6,34,418,0.7,0.9480119,26.33333333
0,1,0,0,0.7,17,0.4,34,6,84,-33,86,334,36.6,34,836,0.7,0.9736969,9.666666667
0,1,0,0,0.7,17,0.4,34,6,84,-33,43,667,23.3,34,418,0.7,0.9883,36.66666667
0,1,0,0,0.7,17,0.4,34,6,84,-33,43,667,23.3,34,836,0.7,0.9955861,12.66666667
0,1,0,0,0.7,17,0.4,34,6,84,-33,86,667,23.3,34,418,0.7,0.9883,37
0,1,0,0,0.7,17,0.4,34,6,84,-33,86,667,23.3,34,836,0.7,0.9955861,12.66666667
0,1,0,0,0.7,17,0.4,34,6,84,-33,43,667,36.6,34,418,0.7,0.9479592,26.33333333
0,1,0,0,0.7,9,0.4,34,6,84,-33,43,667,36.6,67,836,0.7,0.9708378,9.666666667
0,1,0,0,0.7,9,0.4,34,6,84,-33,86,667,36.6,67,418,0.7,0.9476527,26
0,1,0,0,0.7,9,0.4,34,6,84,-33,86,667,36.6,67,836,0.7,0.9708378,10
0,1,0,0,0.7,17,0.4,34,6,84,-33,43,334,23.3,34,418,0.7,0.9882964,36.33333333
0,1,0,0,0.7,17,0.4,34,6,84,-33,43,334,23.3,34,836,0.7,0.9955865,13
0,1,0,0,0.7,17,0.4,34,6,84,-33,86,334,23.3,34,418,0.7,0.9882964,36.66666667
