$no_mbtree,$no_asm,$no_cabac,$no_scenecut,$aq_strength,$bframes,$qcomp,$qp,$ref,$rc_lookahead,$b_bias,$threads,$keyint,$crf,$scenecut,$seek,$ipratio, <$Time, <$Watt
0,0,0,1,1.4,9,0.8,34,6,84,34,43,334,36.6,34,836,1.4,3,152.62
0,0,0,1,1.4,9,0.8,34,6,84,34,43,334,36.6,34,418,1.4,8.333333333,154.7807692
0,0,0,1,1.4,9,0.8,34,6,84,34,86,334,23.3,34,836,1.4,4,155.0692308
0,0,0,1,1.4,9,0.8,34,6,84,34,86,667,23.3,34,418,1.4,11.66666667,155.5805556
0,0,0,1,1.4,9,0.8,34,6,84,34,43,667,23.3,34,836,1.4,4,152.7153846
0,0,0,1,1.4,9,0.8,34,6,84,34,43,667,23.3,34,418,1.4,11.66666667,156.4277778
0,0,0,1,1.4,9,0.8,34,6,84,34,86,334,36.6,34,836,1.4,3,150.26
0,0,0,1,1.4,9,0.8,34,6,84,34,86,667,36.6,34,418,1.4,8.333333333,156.0269231
0,0,0,1,1.4,9,0.8,34,6,84,34,43,667,36.6,34,836,1.4,3,152.62
0,0,0,1,1.4,9,0.8,34,6,84,34,43,667,36.6,34,418,1.4,8.333333333,155.75
0,0,0,1,1.4,9,0.8,34,6,84,34,86,667,23.3,34,836,1.4,4,154.1461538
0,0,0,1,1.4,17,0.8,34,6,84,-33,43,334,23.3,67,836,1.4,4.333333333,155.0785714
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,334,23.3,67,418,1.4,12.66666667,157.1384615
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,667,36.6,34,836,1.4,3.666666667,152.975
0,0,0,1,1.4,17,0.8,34,6,84,-33,43,334,23.3,67,418,1.4,12.66666667,156.9794872
0,0,0,1,1.4,17,0.8,34,6,84,-33,43,334,36.6,67,836,1.4,3.666666667,154.0083333
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,334,36.6,67,418,1.4,9,156.3535714
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,334,23.3,67,836,1.4,5,154.79375
0,0,0,1,1.4,17,0.8,34,6,84,-33,43,334,36.6,67,418,1.4,8.666666667,155.8111111
0,0,0,1,1.4,17,0.8,34,6,84,-33,43,667,23.3,67,836,1.4,4.666666667,155.1466667
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,667,23.3,67,418,1.4,12.66666667,156.6538462
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,334,36.6,67,836,1.4,3.666666667,152.6333333
0,0,0,1,1.4,17,0.8,34,6,84,-33,43,667,23.3,67,418,1.4,12.33333333,156.3657895
0,0,0,1,1.4,17,0.8,34,6,84,-33,43,667,36.6,67,836,1.4,3.666666667,154.2583333
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,667,36.6,67,418,1.4,9,156.3
0,0,0,1,1.4,17,0.8,34,6,84,-33,86,667,23.3,67,836,1.4,4.666666667,154.0133333
0,0,0,1,1.4,17,0.8,34,6,84,-33,43,667,36.6,67,418,1.4,8.666666667,156.3807692
0,0,0,1,1.4,17,0.8,34,6,84,34,43,334,23.3,34,418,1.4,11.66666667,156.3583333
0,0,0,1,1.4,9,0.8,34,6,84,34,86,667,36.6,67,836,1.4,3,152.19
0,0,0,1,1.4,17,0.8,34,6,84,34,43,334,23.3,34,836,1.4,4.333333333,152.2928571
0,0,0,1,1.4,9,0.8,34,6,84,34,86,334,23.3,67,836,1.4,4.333333333,152.9642857
0,0,0,1,1.4,9,0.8,34,6,84,34,43,334,36.6,67,418,1.4,8,155.484
0,0,0,1,1.4,9,0.8,34,6,84,34,43,334,36.6,67,836,1.4,3,152.1
0,0,0,1,1.4,9,0.8,34,6,84,34,86,334,36.6,67,418,1.4,8.333333333,154.8
0,0,0,1,1.4,9,0.8,34,6,84,34,86,667,36.6,34,836,1.4,3,152.44
0,0,0,1,1.4,9,0.8,34,6,84,34,43,334,23.3,67,418,1.4,11.33333333,157.3914286
0,0,0,1,1.4,9,0.8,34,6,84,34,43,334,23.3,67,836,1.4,4,154.9769231
0,0,0,1,1.4,9,0.8,34,6,84,34,86,334,23.3,67,418,1.4,11.66666667,156.8222222
0,0,0,1,1.4,9,0.8,34,6,84,34,86,667,23.3,67,836,1.4,4,154.6153846
0,0,0,1,1.4,9,0.8,34,6,84,34,43,667,36.6,67,418,1.4,8,155.356
0,0,0,1,1.4,9,0.8,34,6,84,34,43,667,36.6,67,836,1.4,3,152.23
0,0,0,1,1.4,9,0.8,34,6,84,34,86,667,36.6,67,418,1.4,8.333333333,155.9269231
0,0,0,1,1.4,9,0.8,34,6,84,34,86,334,36.6,67,836,1.4,3,150.27
0,0,0,1,1.4,9,0.8,34,6,84,34,43,667,23.3,67,418,1.4,11.33333333,156.1628571
0,0,0,1,1.4,9,0.8,34,6,84,34,43,667,23.3,67,836,1.4,4,154.4538462
0,0,0,1,1.4,9,0.8,34,6,84,34,86,667,23.3,67,418,1.4,11.66666667,156.2222222
0,0,0,1,1.4,17,0.8,34,3,84,34,86,667,36.6,67,418,1.4,7,148.0136364
0,0,0,1,1.4,9,0.8,34,6,84,-33,86,667,23.3,34,836,1.4,5,155.0625
0,0,0,1,1.4,9,0.8,34,6,84,-33,43,667,36.6,34,418,1.4,8.666666667,156.2037037
0,0,0,1,1.4,9,0.8,34,6,84,-33,43,667,36.6,34,836,1.4,3.666666667,153.425
0,0,0,1,1.4,9,0.8,34,6,84,-33,86,667,36.6,34,418,1.4,9,156.0607143
0,0,0,1,1.4,9,0.8,34,6,84,-33,86,334,36.6,34,836,1.4,3.333333333,153.0909091
0,0,0,1,1.4,9,0.8,34,6,84,-33,43,667,23.3,34,418,1.4,12.66666667,157.3230769
0,0,0,1,1.4,9,0.8,34,6,84,-33,43,667,23.3,34,836,1.4,4.666666667,154.8066667
0,0,0,1,1.4,9,0.8,34,6,84,-33,86,667,23.3,34,418,1.4,12.66666667,157.2897436
0,0,0,1,1.4,9,0.8,34,6,84,-33,86,334,23.3,34,836,1.4,4.666666667,154.56
0,0,0,1,1.4,9,0.8,34,6,84,-33,43,334,36.6,34,418,1.4,9,155.8357143
0,0,0,1,1.4,9,0.8,34,6,84,-33,43,334,36.6,34,836,1.4,3.666666667,154.0916667
0,0,0,1,1.4,9,0.8,34,6,84,-33,86,334,36.6,34,418,1.4,9,155.7571429
0,0,0,1,1.4,17,0.8,34,3,84,34,86,667,36.6,67,836,1.4,2.666666667,149.4555556
0,0,0,1,1.4,9,0.8,34,6,84,-33,43,334,23.3,34,418,1.4,12.33333333,154.6421053
0,0,0,1,1.4,9,0.8,34,6,84,-33,43,334,23.3,34,836,1.4,4.666666667,153.06
0,0,0,1,1.4,9,0.8,34,6,84,-33,86,334,23.3,34,418,1.4,12.66666667,156.2307692
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,334,36.6,34,836,0.7,3.666666667,150.5083333
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,667,23.3,34,418,0.7,9.666666667,155.7933333
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,667,23.3,34,836,0.7,3.666666667,151.025
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,667,23.3,34,418,0.7,10,155.1451613
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,667,23.3,34,836,0.7,4,152.7153846
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,667,36.6,34,418,0.7,7.666666667,153.7125
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,667,36.6,34,836,0.7,3.333333333,150.4909091
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,667,36.6,34,418,0.7,8,153.656
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,667,36.6,67,836,0.7,3.333333333,149.6181818
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,334,23.3,34,418,0.7,9.666666667,155.8566667
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,334,23.3,34,836,0.7,3.666666667,151.475
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,334,23.3,34,418,0.7,9.666666667,155.95
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,334,23.3,34,836,0.7,4,151.3307692
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,334,36.6,34,418,0.7,7.666666667,152.4791667
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,334,36.6,34,836,0.7,3.333333333,150.2727273
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,334,36.6,34,418,0.7,7.666666667,153.9
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,667,23.3,67,418,0.7,9.333333333,155.8206897
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,334,36.6,67,836,0.7,3.333333333,150.8272727
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,667,23.3,67,418,0.7,9.666666667,155.6033333
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,667,23.3,67,836,0.7,4,152.6
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,667,36.6,67,418,0.7,7.666666667,153.2
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,667,23.3,67,836,0.7,3.666666667,150.6833333
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,667,36.6,67,418,0.7,7.666666667,153.2875
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,667,36.6,67,836,0.7,3.333333333,150.2363636
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,334,23.3,67,418,0.7,9.666666667,155.81
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,667,36.6,34,836,0.7,3.333333333,148.9454545
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,334,23.3,67,418,0.7,9.666666667,155.7866667
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,334,23.3,67,836,0.7,3.666666667,151.9
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,334,36.6,67,418,0.7,7.666666667,153.1291667
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,334,23.3,67,836,0.7,4,151.8076923
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,334,36.6,67,418,0.7,8,153.448
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,334,36.6,67,836,0.7,3,149.45
0,0,0,1,0.7,9,0.4,17,3,167,34,43,334,23.3,34,836,0.7,3.333333333,151.4909091
0,0,0,1,0.7,9,0.4,17,3,167,34,86,334,23.3,34,418,0.7,8.666666667,155.7814815
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,667,36.6,67,836,0.7,3.333333333,150.2
0,0,0,1,0.7,9,0.4,17,3,167,34,43,334,23.3,34,418,0.7,8.666666667,155.2962963
0,0,0,1,0.7,9,0.4,17,3,167,34,43,334,36.6,34,836,0.7,3,146.35
0,0,0,1,0.7,9,0.4,17,3,167,34,86,334,23.3,34,836,0.7,3.333333333,151.4545455
0,0,0,1,0.7,9,0.4,17,3,167,34,43,334,36.6,34,418,0.7,7,153.4590909
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,667,23.3,67,418,0.7,9.666666667,155.8933333
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,667,23.3,67,836,0.7,4,150.7769231
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,667,23.3,67,418,0.7,9.666666667,155.7633333
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,334,36.6,67,836,0.7,3.333333333,150.2545455
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,667,36.6,67,418,0.7,8,153.416
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,667,36.6,67,836,0.7,3.333333333,150.5363636
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,667,36.6,67,418,0.7,7.666666667,153.1458333
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,667,23.3,67,836,0.7,4,151.2461538
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,334,23.3,67,418,0.7,9.666666667,155.77
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,334,23.3,67,836,0.7,4,151.5
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,334,23.3,67,418,0.7,9.666666667,155.9233333
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,667,36.6,34,836,0.7,3.333333333,150.4090909
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,334,36.6,67,418,0.7,8,154.096
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,334,36.6,67,836,0.7,3.333333333,149.1909091
0,0,0,1,0.7,17,0.4,17,3,167,-33,43,334,36.6,67,418,0.7,7.666666667,153.3875
0,0,0,1,0.7,17,0.4,17,3,167,-33,86,334,23.3,67,836,0.7,4,152.2307692
0,0,0,1,1.4,17,0.8,34,6,84,34,43,334,36.6,34,418,1.4,8.333333333,153.6653846
0,0,0,1,1.4,17,0.8,34,6,84,34,86,334,23.3,34,836,1.4,4.333333333,151.8357143
0,0,0,1,1.4,17,0.8,34,6,84,34,86,334,36.6,34,418,1.4,8.333333333,154.5269231
0,0,0,1,1.4,17,0.8,34,6,84,34,43,334,36.6,34,836,1.4,3,151.27
0,0,0,1,1.4,17,0.8,34,6,84,34,86,334,23.3,34,418,1.4,11.66666667,152.4527778
0,0,0,1,1.4,17,0.8,34,6,84,34,43,667,36.6,34,418,1.4,8.333333333,155.4115385
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,23.3,34,836,1.4,4.333333333,153.5714286
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,36.6,34,418,1.4,8.333333333,156.0846154
0,0,0,1,1.4,17,0.8,34,6,84,34,43,667,36.6,34,836,1.4,3,152.8222222
0,0,0,1,1.4,17,0.8,34,6,84,34,43,667,23.3,34,418,1.4,11.66666667,157.0194444
0,0,0,1,1.4,17,0.8,34,6,84,34,86,334,36.6,34,836,1.4,3.333333333,150.9545455
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,23.3,34,418,1.4,12,156.7756757
0,0,0,1,1.4,17,0.8,34,6,84,34,43,667,23.3,34,836,1.4,4,155.1538462
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,334,36.6,34,418,0.7,7.333333333,154.1608696
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,334,36.6,34,836,0.7,3.333333333,150.0272727
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,334,36.6,34,418,0.7,7.666666667,152.8333333
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,334,23.3,34,836,0.7,3.666666667,150.8416667
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,334,23.3,34,418,0.7,9.666666667,155.9766667
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,334,23.3,34,836,0.7,4,152.3
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,334,23.3,34,418,0.7,9.666666667,155.85
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,36.6,67,836,1.4,3,153.16
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,667,36.6,34,418,0.7,8,153.608
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,667,36.6,34,836,0.7,3,150.34
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,667,36.6,34,418,0.7,7.666666667,153.1625
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,667,23.3,34,836,0.7,4,152.5153846
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,667,23.3,34,418,0.7,9.666666667,156.3333333
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,667,23.3,34,836,0.7,4,153.5153846
0,0,0,1,0.7,9,0.4,17,3,167,-33,43,667,23.3,34,418,0.7,9.666666667,155.7733333
0,0,0,1,0.7,9,0.4,17,3,167,-33,86,334,36.6,34,836,0.7,3.333333333,150.1272727
0,0,0,1,1.4,17,0.8,34,6,84,34,43,334,36.6,67,836,1.4,3,152.77
0,0,0,1,1.4,17,0.8,34,6,84,34,86,334,36.6,67,418,1.4,8.333333333,155.9192308
0,0,0,1,1.4,17,0.8,34,6,84,34,86,334,23.3,67,836,1.4,4,155.2923077
0,0,0,1,1.4,17,0.8,34,6,84,34,43,334,36.6,67,418,1.4,8.333333333,156.0923077
0,0,0,1,1.4,17,0.8,34,6,84,34,43,334,23.3,67,836,1.4,4.333333333,155.9642857
0,0,0,1,1.4,17,0.8,34,6,84,34,86,334,23.3,67,418,1.4,11.66666667,157.0166667
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,36.6,34,836,1.4,3,153.95
0,0,0,1,1.4,17,0.8,34,6,84,34,43,334,23.3,67,418,1.4,11.66666667,157.3444444
0,0,0,1,1.4,17,0.8,34,6,84,34,43,667,36.6,67,836,1.4,3,152.35
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,36.6,67,418,1.4,8.333333333,155.8307692
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,23.3,67,836,1.4,4.333333333,155.1428571
0,0,0,1,1.4,17,0.8,34,6,84,34,43,667,36.6,67,418,1.4,8,155.84
0,0,0,1,1.4,17,0.8,34,6,84,34,43,667,23.3,67,836,1.4,4,153.5307692
0,0,0,1,1.4,17,0.8,34,6,84,34,86,667,23.3,67,418,1.4,11.66666667,157.1638889
0,0,0,1,1.4,17,0.8,34,6,84,34,86,334,36.6,67,836,1.4,3.333333333,153.6727273
0,0,0,1,1.4,17,0.8,34,6,84,34,43,667,23.3,67,418,1.4,11.66666667,157.125
0,0,0,1,0.7,9,0.4,17,3,167,34,43,667,23.3,34,836,0.7,3.333333333,149.4727273
0,0,0,1,0.7,9,0.4,17,3,167,34,86,667,23.3,34,418,0.7,9,153.9464286
0,0,0,1,0.7,9,0.4,17,3,167,34,86,334,36.6,34,836,0.7,3,142.96
0,0,0,1,0.7,9,0.4,17,3,167,34,43,667,23.3,34,418,0.7,8.666666667,152.9296296
0,0,0,1,0.7,9,0.4,17,3,167,34,43,667,36.6,34,836,0.7,3,142.37
0,0,0,1,0.7,9,0.4,17,3,167,34,86,667,36.6,34,418,0.7,7.333333333,151.1695652
0,0,0,1,0.7,9,0.4,17,3,167,34,86,667,23.3,34,836,0.7,3.333333333,150.7454545
0,0,0,1,0.7,9,0.4,17,3,167,34,43,667,36.6,34,418,0.7,7,150.6454545
0,0,0,1,0.7,9,0.4,17,3,167,34,86,334,36.6,34,418,0.7,7,144.3909091
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,23.3,34,836,0.7,3.666666667,149.475
0,0,0,1,0.7,17,0.4,17,3,167,34,43,667,36.6,34,418,0.7,7.333333333,150.7956522
0,0,0,1,0.7,17,0.4,17,3,167,34,43,667,36.6,34,836,0.7,3.333333333,144.5545455
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,36.6,34,418,0.7,7.333333333,150.9913043
0,0,0,1,0.7,17,0.4,17,3,167,34,86,334,36.6,34,836,0.7,3,144.23
0,0,0,1,0.7,17,0.4,17,3,167,34,43,667,23.3,34,418,0.7,9,154.6035714
0,0,0,1,0.7,17,0.4,17,3,167,34,43,667,23.3,34,836,0.7,3.333333333,150.5363636
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,23.3,34,418,0.7,9,156.15
0,0,0,1,0.7,17,0.4,17,3,167,34,86,334,23.3,34,836,0.7,3.666666667,152.5416667
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,36.6,34,418,0.7,7,152.1590909
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,36.6,34,836,0.7,3,145.24
0,0,0,1,0.7,17,0.4,17,3,167,34,86,334,36.6,34,418,0.7,7.333333333,153.3565217
0,0,0,1,0.7,9,0.4,17,3,167,34,86,667,36.6,67,836,0.7,3.333333333,146.2363636
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,23.3,34,418,0.7,8.666666667,155.2777778
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,23.3,34,836,0.7,3.666666667,151.65
0,0,0,1,0.7,17,0.4,17,3,167,34,86,334,23.3,34,418,0.7,8.666666667,155.3925926
0,0,0,1,0.7,9,0.4,17,3,167,34,43,667,36.6,67,418,0.7,7,151.5045455
0,0,0,1,0.7,9,0.4,17,3,167,34,86,667,23.3,67,836,0.7,3.333333333,150.6909091
0,0,0,1,0.7,9,0.4,17,3,167,34,86,667,36.6,67,418,0.7,7,151.0363636
0,0,0,1,0.7,9,0.4,17,3,167,34,43,667,36.6,67,836,0.7,3,146.99
0,0,0,1,0.7,9,0.4,17,3,167,34,43,667,23.3,67,418,0.7,8.666666667,155.1703704
0,0,0,1,0.7,9,0.4,17,3,167,34,86,334,36.6,67,836,0.7,3.333333333,146.2727273
0,0,0,1,0.7,9,0.4,17,3,167,34,86,667,23.3,67,418,0.7,8.666666667,155.5111111
0,0,0,1,0.7,9,0.4,17,3,167,34,43,667,23.3,67,836,0.7,3.333333333,150.0272727
0,0,0,1,0.7,9,0.4,17,3,167,34,43,334,36.6,67,418,0.7,7,151.9636364
0,0,0,1,0.7,9,0.4,17,3,167,34,86,334,23.3,67,836,0.7,3.666666667,151.075
0,0,0,1,0.7,9,0.4,17,3,167,34,86,334,36.6,67,418,0.7,7,150.4181818
0,0,0,1,0.7,9,0.4,17,3,167,34,43,334,36.6,67,836,0.7,3,144.94
0,0,0,1,0.7,9,0.4,17,3,167,34,43,334,23.3,67,418,0.7,8.666666667,154.8518519
0,0,0,1,0.7,9,0.4,17,3,167,34,86,667,36.6,34,836,0.7,3,145.45
0,0,0,1,0.7,9,0.4,17,3,167,34,86,334,23.3,67,418,0.7,8.666666667,155.9851852
0,0,0,1,0.7,9,0.4,17,3,167,34,43,334,23.3,67,836,0.7,3.333333333,151.1545455
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,667,36.6,34,836,0.7,3.666666667,150.2833333
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,36.6,34,418,0.7,9.333333333,154.3793103
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,23.3,34,836,0.7,4.666666667,151.48
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,667,36.6,34,418,0.7,9,155.0642857
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,667,23.3,34,836,0.7,4.666666667,152
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,23.3,34,418,0.7,12,155.6081081
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,334,36.6,34,836,0.7,4,150.2153846
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,667,23.3,34,418,0.7,12,155.5081081
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,334,36.6,34,836,0.7,3.666666667,150.8083333
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,334,36.6,34,418,0.7,9,154.1357143
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,334,23.3,34,836,0.7,4.333333333,152.3
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,334,36.6,34,418,0.7,9.333333333,154.4482759
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,334,23.3,34,836,0.7,4.333333333,151.2928571
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,334,23.3,34,418,0.7,12.33333333,155.5710526
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,36.6,67,836,0.7,3.333333333,144.5545455
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,334,23.3,34,418,0.7,12,155.6567568
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,36.6,67,418,0.7,7.333333333,151.1652174
0,0,0,1,0.7,17,0.4,17,3,167,34,43,667,36.6,67,836,0.7,3.333333333,145.6272727
0,0,0,1,0.7,17,0.4,17,3,167,34,43,667,36.6,67,418,0.7,7.333333333,150.3304348
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,23.3,67,836,0.7,3.333333333,150.2636364
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,23.3,67,418,0.7,9,155.8071429
0,0,0,1,0.7,17,0.4,17,3,167,34,43,667,23.3,67,836,0.7,3.666666667,151.175
0,0,0,1,0.7,17,0.4,17,3,167,34,43,667,23.3,67,418,0.7,8.666666667,154.5962963
0,0,0,1,0.7,17,0.4,17,3,167,34,86,334,36.6,67,836,0.7,3.333333333,143.9818182
0,0,0,1,0.7,17,0.4,17,3,167,34,86,334,36.6,67,418,0.7,7.666666667,150.65
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,36.6,67,836,0.7,3,145.38
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,36.6,67,418,0.7,7.333333333,151.0826087
0,0,0,1,0.7,17,0.4,17,3,167,34,86,334,23.3,67,836,0.7,3.666666667,150.9
0,0,0,1,0.7,17,0.4,17,3,167,34,86,334,23.3,67,418,0.7,9,155.1321429
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,23.3,67,836,0.7,3.333333333,150.2818182
0,0,0,1,0.7,17,0.4,17,3,167,34,43,334,23.3,67,418,0.7,9,155.1392857
0,0,0,1,0.7,17,0.4,17,3,167,34,86,667,36.6,34,836,0.7,3.333333333,143.7
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,667,36.6,67,836,0.7,3.333333333,151.7181818
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,36.6,67,418,0.7,9,154.8464286
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,23.3,67,836,0.7,4.666666667,151.4733333
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,667,36.6,67,418,0.7,9,153.3964286
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,667,23.3,67,836,0.7,4.666666667,150.8
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,23.3,67,418,0.7,12,155.6216216
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,334,36.6,67,836,0.7,3.666666667,151.5416667
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,667,23.3,67,418,0.7,12,155.3324324
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,334,36.6,67,836,0.7,3.666666667,150.3333333
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,334,36.6,67,418,0.7,9,154.6357143
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,334,23.3,67,836,0.7,4.333333333,151.7428571
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,334,36.6,67,418,0.7,9,154.6428571
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,334,23.3,67,836,0.7,4.333333333,152.0928571
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,334,23.3,67,418,0.7,12.33333333,155.5236842
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,36.6,34,836,0.7,3.666666667,151.4083333
0,0,0,1,0.7,9,0.4,17,6,167,-33,43,334,23.3,67,418,0.7,12,155.3864865
0,0,0,1,0.7,17,0.4,17,6,167,-33,43,667,23.3,34,836,0.7,4.666666667,151.5266667
0,0,0,1,0.7,17,0.4,17,6,167,-33,43,667,23.3,34,418,0.7,12.33333333,155.2736842
0,0,0,1,0.7,17,0.4,17,6,167,-33,86,334,36.6,34,836,0.7,3.666666667,151.425
0,0,0,1,0.7,17,0.4,17,6,167,-33,86,334,36.6,34,418,0.7,9.333333333,154.1241379
0,0,0,1,0.7,17,0.4,17,6,167,-33,43,334,36.6,34,836,0.7,3.666666667,148.8416667
0,0,0,1,0.7,17,0.4,17,6,167,-33,43,334,36.6,34,418,0.7,9.333333333,155.0793103
0,0,0,1,0.7,17,0.4,17,6,167,-33,86,334,23.3,34,836,0.7,4.666666667,151.12
0,0,0,1,0.7,17,0.4,17,6,167,-33,86,334,23.3,34,418,0.7,12,155.6378378
0,0,0,1,0.7,17,0.4,17,6,167,-33,43,334,23.3,34,836,0.7,4.666666667,150.78
0,0,0,1,0.7,17,0.4,17,6,167,-33,43,334,23.3,34,418,0.7,12,155.5810811
0,0,0,1,0.7,9,0.4,17,6,167,-33,86,667,36.6,67,836,0.7,4,149.6846154
0,0,0,1,0.7,17,0.4,17,6,167,34,86,334,36.6,67,836,0.7,3.333333333,149.0272727
