$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,<$f2,<$f3
1,1,2,2.0,-1.0,2.0,0.0,0.0,2.0,-1.0,-1.0,3.0,-1.0,0.0,-1.0,0.0,1.0,3.0,1.0,-1.0,1.0,2.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,-1.0,-1.0,1.0,3.0,-1.0,3.0,0.0,3.0,2.0,-1.0,0.0,2.0,3.0,540.0,99526.0
3,2,0,3.0,0.0,2.0,2.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,2.0,0.0,0.0,3.0,1.0,-1.0,-1.0,2.0,-1.0,2.0,0.0,-1.0,3.0,-1.0,-1.0,3.0,1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,-1.0,-1.0,529.0,99544.0
0,2,3,3.0,-1.0,-1.0,1.0,3.0,-1.0,0.0,2.0,2.0,1.0,-1.0,1.0,3.0,1.0,-1.0,3.0,2.0,1.0,3.0,2.0,1.0,-1.0,0.0,3.0,2.0,2.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,-1.0,0.0,1.0,-1.0,567.0,99502.0
2,2,2,0.0,-1.0,3.0,1.0,0.0,-1.0,-1.0,3.0,1.0,2.0,2.0,-1.0,1.0,1.0,2.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,-1.0,0.0,1.0,0.0,-1.0,3.0,2.0,0.0,1.0,3.0,3.0,2.0,0.0,603.0,99503.0
-1,0,0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,3.0,-1.0,0.0,2.0,-1.0,1.0,2.0,3.0,2.0,2.0,3.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,530.0,99531.0
2,1,0,1.0,-1.0,-1.0,3.0,-1.0,0.0,3.0,3.0,1.0,-1.0,2.0,3.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,-1.0,2.0,1.0,-1.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,-1.0,-1.0,3.0,2.0,-1.0,567.0,99506.0
3,3,-1,1.0,0.0,2.0,0.0,2.0,1.0,0.0,-1.0,3.0,-1.0,0.0,-1.0,2.0,3.0,-1.0,3.0,3.0,2.0,0.0,0.0,3.0,1.0,-1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,-1.0,2.0,3.0,3.0,3.0,-1.0,2.0,1.0,-1.0,593.0,99482.0
3,-1,2,-1.0,0.0,-1.0,-1.0,1.0,2.0,1.0,2.0,-1.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,-1.0,0.0,0.0,2.0,0.0,0.0,-1.0,3.0,2.0,0.0,-1.0,0.0,1.0,2.0,3.0,-1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,-1.0,3.0,1.0,2.0,1.0,-1.0,3.0,539.0,99516.0
3,0,-1,1.0,0.0,3.0,1.0,-1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,3.0,-1.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,-1.0,3.0,0.0,-1.0,3.0,3.0,2.0,2.0,2.0,0.0,-1.0,2.0,3.0,3.0,0.0,590.0,99498.0
3,3,3,0.0,0.0,-1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,-1.0,0.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,-1.0,0.0,3.0,0.0,2.0,-1.0,3.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,-1.0,2.0,0.0,0.0,1.0,586.0,99486.0
2,3,-1,3.0,0.0,-1.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,-1.0,3.0,3.0,2.0,-1.0,1.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,583.0,99502.0
1,-1,-1,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,3.0,3.0,2.0,0.0,1.0,-1.0,-1.0,0.0,3.0,3.0,-1.0,-1.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,-1.0,2.0,-1.0,2.0,0.0,3.0,1.0,581.0,99500.0
1,1,0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,1.0,2.0,1.0,-1.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,-1.0,-1.0,2.0,1.0,-1.0,3.0,3.0,0.0,3.0,-1.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0,3.0,1.0,-1.0,543.0,99513.0
3,1,2,3.0,2.0,0.0,-1.0,0.0,0.0,3.0,-1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,2.0,3.0,-1.0,1.0,2.0,2.0,3.0,-1.0,-1.0,3.0,1.0,-1.0,-1.0,3.0,0.0,1.0,0.0,2.0,-1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,602.0,99485.0
3,1,-1,0.0,3.0,-1.0,-1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,2.0,0.0,3.0,3.0,2.0,-1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,2.0,-1.0,3.0,-1.0,2.0,0.0,2.0,-1.0,1.0,1.0,2.0,0.0,1.0,554.0,99529.0
-1,-1,0,0.0,3.0,0.0,-1.0,3.0,2.0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,3.0,0.0,0.0,-1.0,3.0,0.0,2.0,2.0,-1.0,1.0,-1.0,-1.0,3.0,-1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,-1.0,0.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,531.0,99521.0
0,3,1,2.0,3.0,2.0,1.0,3.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,0.0,3.0,-1.0,0.0,1.0,3.0,1.0,0.0,2.0,-1.0,2.0,3.0,1.0,3.0,-1.0,3.0,2.0,1.0,1.0,2.0,-1.0,541.0,99536.0
2,-1,1,1.0,-1.0,-1.0,3.0,0.0,0.0,3.0,-1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,-1.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,-1.0,0.0,596.0,99461.0
1,-1,2,0.0,2.0,3.0,-1.0,1.0,2.0,2.0,-1.0,0.0,-1.0,1.0,3.0,1.0,2.0,-1.0,3.0,0.0,-1.0,3.0,2.0,3.0,3.0,-1.0,3.0,3.0,2.0,-1.0,3.0,0.0,1.0,2.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,3.0,2.0,2.0,-1.0,2.0,-1.0,1.0,1.0,0.0,3.0,532.0,99523.0
1,0,0,-1.0,2.0,2.0,1.0,1.0,0.0,2.0,-1.0,3.0,-1.0,0.0,1.0,1.0,2.0,-1.0,-1.0,3.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,-1.0,2.0,1.0,2.0,0.0,-1.0,1.0,3.0,2.0,1.0,0.0,3.0,-1.0,3.0,2.0,0.0,3.0,-1.0,1.0,589.0,99485.0
-1,3,1,-1.0,2.0,-1.0,2.0,-1.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,-1.0,2.0,0.0,3.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,-1.0,2.0,-1.0,577.0,99511.0
0,2,2,2.0,2.0,-1.0,1.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,2.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,-1.0,-1.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,1.0,561.0,99510.0
2,-1,3,1.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,-1.0,0.0,2.0,0.0,-1.0,2.0,-1.0,0.0,2.0,3.0,-1.0,0.0,-1.0,-1.0,1.0,3.0,2.0,0.0,3.0,-1.0,2.0,3.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,2.0,0.0,545.0,99529.0
-1,2,3,3.0,1.0,3.0,-1.0,3.0,3.0,1.0,3.0,2.0,-1.0,-1.0,2.0,1.0,2.0,-1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,-1.0,3.0,-1.0,1.0,1.0,1.0,0.0,2.0,-1.0,3.0,2.0,1.0,0.0,0.0,-1.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,597.0,99485.0
-1,-1,2,3.0,-1.0,1.0,0.0,1.0,-1.0,1.0,2.0,3.0,-1.0,0.0,-1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,3.0,-1.0,0.0,0.0,1.0,-1.0,2.0,-1.0,-1.0,2.0,1.0,0.0,2.0,-1.0,3.0,3.0,2.0,1.0,1.0,0.0,-1.0,1.0,1.0,563.0,99528.0
3,2,-1,0.0,-1.0,2.0,1.0,1.0,2.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,1.0,2.0,1.0,0.0,0.0,1.0,-1.0,3.0,2.0,1.0,2.0,-1.0,0.0,0.0,2.0,-1.0,1.0,3.0,0.0,-1.0,2.0,3.0,2.0,2.0,-1.0,470.0,99600.0
3,1,2,0.0,-1.0,0.0,-1.0,2.0,3.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,2.0,0.0,2.0,1.0,-1.0,3.0,-1.0,3.0,1.0,-1.0,0.0,1.0,1.0,3.0,0.0,-1.0,1.0,1.0,-1.0,2.0,3.0,-1.0,-1.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,561.0,99511.0
0,3,2,3.0,3.0,0.0,2.0,0.0,1.0,2.0,-1.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,-1.0,1.0,1.0,1.0,1.0,2.0,-1.0,3.0,-1.0,0.0,1.0,-1.0,3.0,2.0,2.0,1.0,3.0,-1.0,1.0,3.0,0.0,0.0,1.0,0.0,-1.0,625.0,99477.0
3,0,-1,-1.0,2.0,1.0,2.0,2.0,-1.0,3.0,0.0,-1.0,3.0,0.0,2.0,2.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,2.0,1.0,3.0,-1.0,3.0,3.0,-1.0,-1.0,0.0,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,0.0,3.0,558.0,99511.0
1,2,0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,-1.0,3.0,3.0,-1.0,0.0,-1.0,0.0,2.0,0.0,3.0,1.0,-1.0,3.0,2.0,1.0,0.0,1.0,-1.0,0.0,2.0,3.0,2.0,-1.0,2.0,1.0,1.0,567.0,99519.0
1,-1,1,2.0,2.0,-1.0,-1.0,0.0,2.0,3.0,3.0,-1.0,3.0,-1.0,3.0,2.0,-1.0,3.0,0.0,2.0,3.0,3.0,3.0,2.0,-1.0,1.0,0.0,0.0,2.0,-1.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,-1.0,0.0,2.0,3.0,1.0,2.0,3.0,-1.0,-1.0,-1.0,1.0,520.0,99525.0
2,-1,1,-1.0,3.0,-1.0,0.0,-1.0,0.0,2.0,1.0,0.0,-1.0,-1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,-1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,-1.0,2.0,-1.0,2.0,1.0,0.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,0.0,3.0,2.0,556.0,99527.0
1,2,3,3.0,2.0,-1.0,0.0,2.0,2.0,2.0,-1.0,0.0,1.0,0.0,3.0,0.0,0.0,-1.0,3.0,0.0,3.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,0.0,2.0,-1.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,-1.0,2.0,0.0,2.0,3.0,1.0,-1.0,-1.0,1.0,533.0,99531.0
3,2,1,3.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,2.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,-1.0,1.0,3.0,3.0,1.0,-1.0,1.0,3.0,-1.0,2.0,0.0,-1.0,3.0,3.0,1.0,557.0,99521.0
-1,1,2,2.0,0.0,2.0,3.0,3.0,0.0,2.0,-1.0,3.0,0.0,1.0,1.0,3.0,-1.0,1.0,-1.0,0.0,3.0,1.0,0.0,1.0,-1.0,0.0,-1.0,2.0,0.0,3.0,3.0,2.0,-1.0,-1.0,1.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,-1.0,-1.0,565.0,99506.0
1,3,-1,2.0,1.0,3.0,-1.0,0.0,-1.0,0.0,3.0,1.0,3.0,2.0,0.0,-1.0,2.0,0.0,-1.0,-1.0,1.0,2.0,1.0,2.0,1.0,-1.0,1.0,0.0,3.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,-1.0,0.0,0.0,-1.0,0.0,530.0,99545.0
-1,0,2,2.0,-1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,-1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,-1.0,-1.0,3.0,0.0,1.0,-1.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,616.0,99459.0
-1,0,-1,0.0,3.0,2.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,-1.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,1.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,-1.0,2.0,0.0,1.0,-1.0,3.0,2.0,2.0,3.0,3.0,-1.0,1.0,531.0,99534.0
1,2,1,-1.0,2.0,-1.0,1.0,0.0,-1.0,0.0,3.0,0.0,1.0,-1.0,1.0,2.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,2.0,2.0,-1.0,3.0,3.0,3.0,-1.0,2.0,0.0,1.0,-1.0,0.0,3.0,-1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,-1.0,2.0,1.0,1.0,559.0,99506.0
2,-1,2,2.0,0.0,-1.0,3.0,0.0,2.0,1.0,0.0,3.0,-1.0,2.0,-1.0,0.0,-1.0,1.0,2.0,3.0,-1.0,0.0,-1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,2.0,-1.0,-1.0,-1.0,1.0,538.0,99547.0
2,-1,1,1.0,-1.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,-1.0,2.0,3.0,1.0,1.0,-1.0,2.0,1.0,2.0,0.0,3.0,-1.0,1.0,2.0,0.0,-1.0,0.0,0.0,-1.0,2.0,3.0,1.0,-1.0,-1.0,3.0,1.0,-1.0,0.0,2.0,-1.0,0.0,3.0,2.0,-1.0,2.0,0.0,545.0,99527.0
2,2,2,1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,2.0,-1.0,3.0,1.0,0.0,2.0,3.0,3.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,2.0,2.0,-1.0,1.0,2.0,-1.0,518.0,99546.0
2,1,0,1.0,0.0,0.0,2.0,1.0,3.0,-1.0,1.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,-1.0,-1.0,0.0,3.0,-1.0,3.0,3.0,-1.0,3.0,2.0,2.0,0.0,2.0,0.0,-1.0,1.0,530.0,99538.0
0,3,3,-1.0,1.0,-1.0,2.0,0.0,2.0,0.0,3.0,-1.0,-1.0,0.0,1.0,3.0,-1.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,-1.0,0.0,2.0,0.0,2.0,-1.0,-1.0,1.0,0.0,1.0,2.0,-1.0,2.0,1.0,0.0,2.0,-1.0,1.0,580.0,99493.0
3,3,3,-1.0,-1.0,2.0,3.0,3.0,2.0,-1.0,2.0,1.0,0.0,3.0,0.0,1.0,-1.0,3.0,2.0,-1.0,-1.0,0.0,2.0,2.0,1.0,1.0,-1.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,-1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,-1.0,2.0,1.0,0.0,0.0,585.0,99489.0
2,3,0,-1.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,-1.0,2.0,-1.0,0.0,1.0,-1.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,0.0,1.0,2.0,1.0,2.0,-1.0,1.0,-1.0,-1.0,2.0,0.0,0.0,588.0,99495.0
2,-1,0,0.0,3.0,2.0,2.0,-1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,-1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,-1.0,3.0,1.0,3.0,-1.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,-1.0,-1.0,0.0,3.0,1.0,0.0,0.0,2.0,-1.0,610.0,99495.0
1,2,1,1.0,0.0,2.0,-1.0,0.0,1.0,3.0,2.0,0.0,3.0,-1.0,2.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,-1.0,3.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,2.0,3.0,2.0,-1.0,1.0,1.0,545.0,99519.0
1,3,1,2.0,1.0,1.0,3.0,3.0,-1.0,3.0,1.0,-1.0,2.0,0.0,3.0,-1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,-1.0,-1.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,-1.0,-1.0,2.0,2.0,2.0,-1.0,2.0,-1.0,-1.0,3.0,0.0,3.0,3.0,-1.0,570.0,99518.0
0,3,1,2.0,2.0,3.0,2.0,1.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,3.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,3.0,0.0,1.0,1.0,2.0,3.0,-1.0,-1.0,0.0,-1.0,0.0,546.0,99497.0
3,1,2,3.0,3.0,3.0,1.0,3.0,0.0,2.0,3.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,3.0,1.0,-1.0,2.0,-1.0,1.0,2.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,-1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,-1.0,3.0,0.0,594.0,99480.0
-1,3,1,3.0,3.0,3.0,1.0,0.0,3.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,2.0,-1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,-1.0,2.0,1.0,-1.0,3.0,2.0,-1.0,536.0,99522.0
3,1,-1,0.0,0.0,1.0,2.0,-1.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,-1.0,-1.0,1.0,3.0,3.0,0.0,1.0,1.0,-1.0,1.0,0.0,3.0,2.0,-1.0,3.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,1.0,-1.0,1.0,2.0,3.0,-1.0,1.0,3.0,2.0,-1.0,2.0,2.0,555.0,99526.0
0,-1,-1,1.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,-1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,-1.0,-1.0,2.0,-1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,-1.0,-1.0,2.0,1.0,2.0,-1.0,1.0,2.0,-1.0,3.0,1.0,1.0,0.0,575.0,99505.0
3,1,2,0.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,3.0,3.0,-1.0,2.0,1.0,3.0,0.0,-1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,-1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,-1.0,-1.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,-1.0,-1.0,2.0,549.0,99516.0
0,3,3,3.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,-1.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,-1.0,2.0,2.0,3.0,-1.0,-1.0,1.0,1.0,1.0,2.0,2.0,0.0,591.0,99492.0
0,1,3,0.0,3.0,-1.0,3.0,1.0,0.0,-1.0,2.0,2.0,2.0,-1.0,3.0,0.0,1.0,-1.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,-1.0,2.0,-1.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,-1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,3.0,0.0,594.0,99485.0
0,3,3,1.0,1.0,1.0,2.0,3.0,2.0,2.0,-1.0,-1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,-1.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,2.0,0.0,-1.0,1.0,3.0,3.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,3.0,0.0,594.0,99499.0
-1,-1,3,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,0.0,1.0,2.0,-1.0,-1.0,2.0,1.0,3.0,2.0,2.0,-1.0,-1.0,3.0,0.0,2.0,2.0,-1.0,0.0,3.0,3.0,-1.0,3.0,-1.0,3.0,-1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,508.0,99561.0
1,-1,3,1.0,3.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,2.0,1.0,-1.0,1.0,3.0,1.0,0.0,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,-1.0,0.0,-1.0,3.0,2.0,-1.0,2.0,0.0,3.0,3.0,2.0,-1.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,-1.0,541.0,99534.0
2,1,3,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,-1.0,1.0,2.0,2.0,2.0,0.0,3.0,-1.0,0.0,-1.0,0.0,3.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,1.0,2.0,-1.0,1.0,2.0,3.0,1.0,1.0,-1.0,1.0,-1.0,3.0,2.0,-1.0,573.0,99511.0
3,1,-1,1.0,0.0,0.0,3.0,2.0,-1.0,-1.0,0.0,0.0,3.0,-1.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,-1.0,2.0,2.0,1.0,1.0,2.0,-1.0,-1.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,2.0,3.0,1.0,579.0,99507.0
-1,-1,0,3.0,0.0,2.0,2.0,1.0,-1.0,2.0,-1.0,-1.0,0.0,3.0,-1.0,1.0,-1.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,2.0,-1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,573.0,99506.0
3,0,3,2.0,0.0,2.0,1.0,0.0,1.0,2.0,-1.0,3.0,2.0,0.0,-1.0,2.0,2.0,-1.0,-1.0,1.0,3.0,0.0,1.0,1.0,0.0,-1.0,-1.0,3.0,1.0,1.0,2.0,-1.0,3.0,1.0,0.0,3.0,3.0,-1.0,0.0,2.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,-1.0,590.0,99491.0
